loop_id,status,preserved,candidate_commit,parent_commit,baseline_commit,artifact,correctness_recorded,level1_decision,level1_forward_backward_improvement_pct,level2_baseline_median_tps,level2_candidate_median_tps,level2_improvement_pct,trainer_evaluated,quality_evaluated,statistically_confirmed,next
attempt-00017-level1,development_rejected,true,a460dfdd7af39ce2d99e7b2d9c2c4a936f2aeb8f,,5ce9e1924821375238879d181c696f58cbb17786,runs/kda-cuda-development/attempts/attempt-00017-level1,false,do_not_advance,73.388122,,,,,false,,
attempt-00018-level1,development_accepted,true,83e994118a5b5d983c4652f909086a8888401fa4,,5ce9e1924821375238879d181c696f58cbb17786,runs/kda-cuda-development/attempts/attempt-00018-level1,false,advance,73.329960,,,,,false,,
attempt-00019-level1,development_accepted,true,6c847515733078fc6485e10713f981dfa20a5ffd,,83e994118a5b5d983c4652f909086a8888401fa4,runs/kda-cuda-development/attempts/attempt-00019-level1,false,advance,18.235968,,,,,false,,
attempt-00020-level1,development_rejected,true,547ce9c4daf47b066ddb0841a347bcdc25bf4b23,,6c847515733078fc6485e10713f981dfa20a5ffd,runs/kda-cuda-development/attempts/attempt-00020-level1,false,do_not_advance,,,,,,false,,
attempt-00021-level1,development_rejected,true,9eb2ada273e38159d6a3f55954fb9f1e71c64aa2,,6c847515733078fc6485e10713f981dfa20a5ffd,runs/kda-cuda-development/attempts/attempt-00021-level1,false,do_not_advance,,,,,,false,,
confirmation-00002-tiled-reverse-boundary,development_confirmation_passed,true,6c847515733078fc6485e10713f981dfa20a5ffd,,5ce9e1924821375238879d181c696f58cbb17786,runs/kda-cuda-development/confirmations/confirmation-00002-tiled-reverse-boundary,false,,,,,,,false,,
attempt-00022-level1,development_rejected,true,acffe2f4cfb2fa6f7d6dc1a085f4006d0ad470b3,,6c847515733078fc6485e10713f981dfa20a5ffd,runs/kda-cuda-development/attempts/attempt-00022-level1,false,do_not_advance,,,,,,false,,
reference-fla-triton-001,reference_benchmark_complete,true,,,,runs/kda-cuda-development/reference-benchmarks/fla-triton-001,false,,,,,,,false,,
attempt-00023-convolution-microgate-invalid-001,invalid_software,true,efd41da1e94cf5b1c7b3194231add04e73ba90a7,,,runs/kda-cuda-development/attempts/attempt-00023-convolution-microgate,false,,,,,,,,,
attempt-00023-convolution-bounded-dependencies,development_accepted,true,efd41da1e94cf5b1c7b3194231add04e73ba90a7,,6c847515733078fc6485e10713f981dfa20a5ffd,runs/kda-cuda-development/attempts/attempt-00023-level1-kda-not-applicable,false,,,,,48.953235,,false,,
attempt-00024-convolution-factor-dpre,development_accepted,true,2a0a08e254e3af81a57b4ee472aea4d8e8b76a56,,efd41da1e94cf5b1c7b3194231add04e73ba90a7,runs/kda-cuda-development/attempts/attempt-00024-level1-kda-not-applicable,false,,,,,18.392482,,false,,
validation-00001-convolution-boundary,development_validation_passed,true,2a0a08e254e3af81a57b4ee472aea4d8e8b76a56,,,runs/kda-cuda-development/validations/validation-00001-convolution-boundary,false,,,,,,,false,,
attempt-00025-fp32-c64-wy-forward,equation_milestone_performance_rejected,true,a34661d8fd6e85d8ec2275f44aba71a32f26dece,,2a0a08e254e3af81a57b4ee472aea4d8e8b76a56,runs/kda-cuda-development/attempts/attempt-00025-level1,true,do_not_advance,,,,,,false,,replace only the FP32 forward scan implementation while retaining validated equations
attempt-00026-fp32-c64-bmm-scan,development_accepted,true,fb89c260541db40662bc79929d8391081ed5fc5e,,2a0a08e254e3af81a57b4ee472aea4d8e8b76a56,runs/kda-cuda-development/attempts/attempt-00026-level1,true,advance,19.502637,,,14.444788,,false,false,begin C64 backward chunk-boundary recomputation and complete WY/UT VJP; evaluate the independent WMMA scan only through normal gates
attempt-00027-bf16-wmma-c64-scan,development_valid_not_selected,true,f73a68a9efcbbb7e4de4ea7cdf23801b58d35378,,2a0a08e254e3af81a57b4ee472aea4d8e8b76a56,runs/kda-cuda-development/attempts/attempt-00027-level1,true,advance,20.793683,,,14.937855,,false,false,retain exact branch and evidence but use FP32 BMM attempt 26 for the backward transition because the normal forward-only gate did not improve and the small cross-pair whole-step delta is unconfirmed
attempt-00028-chunk-boundary-recompute,development_accepted,true,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,,fb89c260541db40662bc79929d8391081ed5fc5e,runs/kda-cuda-development/attempts/attempt-00028-level1,true,advance,8.276274,,,6.965007,,false,false,use this accepted development baseline to implement the complete C64 WY/UT VJP
validation-00002-boundary-recompute-clean-worktree-invalid,invalid_preflight,true,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,,,runs/kda-cuda-development/validations/validation-00002-boundary-recompute,false,,,,,,,,,
validation-00003-boundary-recompute,development_validation_passed,true,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,,,runs/kda-cuda-development/validations/validation-00003-boundary-recompute,false,,,,,,,false,,
attempt-00029-complete-c64-wy-ut-vjp,equation_milestone_performance_rejected,true,b54d72e6f36397c49772770fa336b2899e2f32ef,,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,runs/kda-cuda-development/diagnostics/attempt-00029-wy-vjp-draft,true,,,,,,,false,false,
attempt-00030-batched-c64-wy-ut-vjp,speed_milestone_memory_rejected,true,14d8c8d4532302fa2a792d2b7b17743cbe8e4d59,,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,runs/kda-cuda-development/attempts/attempt-00030-level1,true,do_not_advance,19.433574,,,,,false,false,reduce full-sequence intermediate lifetimes and materialize VJP products in bounded groups before reconsidering Level 2
attempt-00031-wy-vjp-lifetimes,memory_reduction_milestone_not_advanced,true,e7e597b3c55df7873fb3d7d7b015b7c3e273774c,,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,runs/kda-cuda-development/attempts/attempt-00031-level1,true,do_not_advance,19.597709,,,,,false,false,replace full-sequence H/Z/dstate-adjoint coexistence with end-to-end bounded group recomputation and consumption
attempt-00032-four-chunk-grouped-vjp,grouped_scaffold_not_advanced,true,941330842689a04a07dca14c6e2ce02686099337,,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,runs/kda-cuda-development/attempts/attempt-00032-level1,true,do_not_advance,0.211691,,,,,false,false,"eliminate full U/W/R/E and global output-adjoint scratch, then increase group width to amortize packing"
attempt-00033-eight-chunk-local-final-vjp,exact_local_history_scaffold_performance_rejected,true,470a64eea53170e1a55ffc92875462ddc3602f68,,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,runs/kda-cuda-development/attempt-00033-local-final-level1,true,do_not_advance,-52.103247,,,,,false,false,profile the exact production specialization and remove recomputation or launch overhead without restoring global history; accepted baseline remains attempt 28
attempt-00034-local-raw-gate-gradient,development_accepted,true,c46ac8d5aefdca82cd4fa2b38ecf8570f8cc1b13,,30a13734f22e0639f9d9aa05417a4ac69dfe62f1,runs/kda-cuda-development/attempt-00034-local-raw-gradient-level1,true,advance,26.056035,,,19.756820,,false,false,profile the accepted candidate and optimize the remaining pair VJP and BMM/dispatch structure toward 45k
attempt-00035-parallel-exact-parameter-reduction,bitwise_speed_milestone_retest_uncertain,true,6812002afd62848b5278dfbfb4465b3939b89f29,,c46ac8d5aefdca82cd4fa2b38ecf8570f8cc1b13,runs/kda-cuda-development/attempt-00035-parallel-params-level1,true,do_not_advance,21.688555,,,,,false,false,"use as an optimization parent for the pair VJP, but keep attempt 34 accepted until a later candidate clears the full gate without relying on a retest"
attempt-00036-row-parallel-pair-vjp,development_accepted,true,bb29a36f502cc8f11880c5391267657d06a3ba4a,,c46ac8d5aefdca82cd4fa2b38ecf8570f8cc1b13,runs/kda-cuda-development/attempt-00036-row-parallel-level1,true,advance,19.145584,,,14.851225,,false,false,profile the accepted row-parallel candidate and optimize the largest remaining exact backward or dispatch bottleneck toward 45k
attempt-00037-eight-row-pair-vjp,exact_scheduling_rejected,true,22f9e321240da49eb0614250b8ccd848087aac54,,bb29a36f502cc8f11880c5391267657d06a3ba4a,runs/kda-cuda-development/attempt-00037-eight-row-level1,true,do_not_advance,-25.122664,,,,,false,false,retain row-per-block scheduling and parallelize the serial beta-gradient tail instead
attempt-00038-parallel-exact-beta-gradient,development_accepted,true,315cb4a19ac6cf94f815da7c1afd1f20caf15fe6,,bb29a36f502cc8f11880c5391267657d06a3ba4a,runs/kda-cuda-development/attempt-00038-parallel-beta-level1,true,advance,18.244358,,,10.151018,,false,false,"profile and reduce remaining pair VJP, parameter, and M/A construction costs toward 45k"
attempt-00039-cache-pair-ratios,exact_cache_intervention_rejected,true,63752a3722454bdfbd613ba40be79dccf5894b2d,,315cb4a19ac6cf94f815da7c1afd1f20caf15fe6,runs/kda-cuda-development/attempt-00039-cache-ratios-level1,true,do_not_advance,-0.828374,,,,,false,false,do not sweep shared ratio caching; accepted baseline remains attempt 38
attempt-00040-direct-parameter-reduction,exact_parameter_intervention_rejected,true,c854eee0c751a9a2931b06fe9695895e6f21b8ae,,315cb4a19ac6cf94f815da7c1afd1f20caf15fe6,runs/kda-cuda-development/attempt-00040-direct-params-level1,true,do_not_advance,-30.708483,,,,,false,false,retain coalesced shared staging; do not pursue direct lane-zero loads
attempt-00041-ma-builder-128-thread,exact_launch_shape_rejected,true,26fb81c1692f12feef1fc5a60b52daa65335aa1d,,315cb4a19ac6cf94f815da7c1afd1f20caf15fe6,runs/kda-cuda-development/attempt-00041-ma128-level1,true,do_not_advance,-1.336583,,,,,false,false,stop exact launch-shape sweeps; next credible strategy is a matched algebraic M/A construction redesign
attempt-00042-stable-tiled-bmm-ma,tolerance_correct_strategy_boundary_near_miss,true,332e0be865b67937d6d9231c4e4dd5495fb42e52,,315cb4a19ac6cf94f815da7c1afd1f20caf15fe6,runs/kda-cuda-development/attempt-00042-ma-tiled-bmm-level1,true,do_not_advance,2.587268,,,,,false,false,fuse duplicate target transforms and compare the cumulative candidate directly with attempt 38
attempt-00043-fused-stable-ma-transforms,development_accepted,true,223e58634c6e03ef3cb4cc34960fc7be7c526af3,,315cb4a19ac6cf94f815da7c1afd1f20caf15fe6,runs/kda-cuda-development/attempt-00043-ma-fused-transform-level1,true,advance,3.899538,,,2.031394,,false,false,"profile shows fused transform storage pressure; split target and right transforms without duplicating target exponent, then continue toward 45k"
attempt-00044-split-target-right-transforms,exact_transform-intervention_rejected,true,a3423e8ac84b84c5c698bb50ace7adcfd4d3a979,,223e58634c6e03ef3cb4cc34960fc7be7c526af3,runs/kda-cuda-development/attempt-00044-ma-split-target-right-level1,true,do_not_advance,-0.848590,,,,,false,false,retain fused attempt 43 transform; optimize the dominant parameter and pair VJP kernels
attempt-00045-key-major-parameter-reduction,development_accepted,true,f0a0c0aaf9e8c1a98f14d2d47af5859e24fad3ed,,223e58634c6e03ef3cb4cc34960fc7be7c526af3,runs/kda-cuda-development/attempt-00045-key-major-params-level1,true,advance,7.426710,,,4.244413,,false,false,"profile the accepted key-major baseline, then optimize the remaining dominant backward kernel toward the fixed 45k aim"
attempt-00046-boundary-key-block,development_accepted,true,5edf86274c25cdfc473f13412337b048480a35a5,,f0a0c0aaf9e8c1a98f14d2d47af5859e24fad3ed,runs/kda-cuda-development/attempt-00046-boundary-key-block-level1,true,advance,4.775716,,,2.851547,,false,false,profile the accepted boundary kernel and implement the tiled complete pair VJP without replaying ratio-cache attempt 39
attempt-00047-finalize-row-block,level2_threshold_rejected,true,a3dd2f236887b518c17c82e01d45c96ca9c25698,,5edf86274c25cdfc473f13412337b048480a35a5,runs/kda-cuda-development/attempt-00047-finalize-row-block-level1,true,advance,5.387906,,,1.788984,,false,false,retain attempt 46; do not retest the sub-threshold finalization intervention; move to the complete pair VJP strategy
attempt-00048-two-way-time-pair-vjp,tolerance_correct_pair_parallelism_rejected,true,d38eac1137a3f4eb8be6572f66d51d887edaea8d,,5edf86274c25cdfc473f13412337b048480a35a5,runs/kda-cuda-development/attempt-00048-two-way-time-level1,true,do_not_advance,-5.890374,,,,,false,false,do not widen or cache the scalar pair kernel; use a bounded algebraic pair VJP strategy
attempt-00049-warp-reduced-pair-vjp,tolerance_correct_pair_kernel_split_rejected,true,1d377d656e240759959f0adafc0da9c682cfb897,,5edf86274c25cdfc473f13412337b048480a35a5,runs/kda-cuda-development/attempt-00049-warp-pair-level1,true,do_not_advance,-26.187788,,,,,false,false,retain fused row-per-block scalar pair kernel; avoid per-row auxiliary launches and reassess whole forward/backward dispatch structure
attempt-00050-stacked-shared-right-forward-scan,exact_forward_dispatch_stacking_rejected,true,b05de084634f49b481c9e92df6508e4a2da87392,,5edf86274c25cdfc473f13412337b048480a35a5,runs/kda-cuda-development/attempt-00050-stacked-scan-level1,true,do_not_advance,2.390767,,,,,false,false,retain attempt 46 and move to the chunk-boundary recomputation/reverse-scan complete WY/UT VJP; do not pursue forward BMM dispatch stacking
attempt-00051-bounded-stable-pair-vjp,development_accepted,true,336a084f4d8ef34b673619ee020076d9e77a7399,,5edf86274c25cdfc473f13412337b048480a35a5,runs/kda-cuda-development/attempt-00051-pair-batched-tiles-level1,true,advance,7.829095,,,3.720324,,false,false,use attempt 51 as the development baseline; reduce pair tile pack/accumulate batching overhead and then continue profiling the remaining backward/finalize work toward 45k
attempt-00052-five-pair-batching,tolerance_correct_pair_batching_rejected,true,c0f7d50ff69e369d086e7ece86b4f6f1abaf6e07,,336a084f4d8ef34b673619ee020076d9e77a7399,runs/kda-cuda-development/attempt-00052-pair-batch5-level1,true,do_not_advance,0.649175,,,,,false,false,retain attempt 51; stop pair-batch width tuning and move to finalization fusion
attempt-00053-chunk-partial-finalization,development_accepted,true,0d168b5621c43218667754f55167601cc6a3f9d0,,336a084f4d8ef34b673619ee020076d9e77a7399,runs/kda-cuda-development/attempt-00053-finalize-partials-level1,true,advance,4.266625,,,2.439656,,false,false,use attempt 53 as the development baseline; target pair pack/accumulate kernel structure without further pair-batch-width tuning
attempt-00054-fast-pair-exponentials,tolerance_correct_fast_exponential_rejected,true,576797a09c196a0035236f5948c0681a8e365b05,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00054-pair-fast-exp-level1,true,do_not_advance,-3.518698,,,,,false,false,retain attempt 53; stop pair exponential intrinsic substitution and choose a distinct structural backward axis
attempt-00055-fused-beta-dot,bitwise_exact_beta_dot_fusion_rejected,true,1c9381d663d3bdc26f0c6325aa07c52d291e6092,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00055-beta-dot-fused-level1,true,do_not_advance,-0.120114,,,,,false,false,retain attempt 53; keep the efficient third pair BMM and move to a different structural path
attempt-00056-tiled-construction-wmma-scan,tolerance_correct_hybrid_wmma_below_gate,true,f5146a5a7ecd6bc54772e91704dcd38e7c25eac3,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00056-hybrid-wmma-level1,true,do_not_advance,2.595045,,,,,false,false,retain attempt 53; preserve WMMA as a valid strategy-boundary option and stack the FP32 tiled A/M construction BMMs
attempt-00057-stacked-am-construction,bitwise_exact_stacked_am_lifetime_rejected,true,9b05e8e83f197f68b2fe968b460a7f1cddfa44da,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00057-stacked-am-level1,true,do_not_advance,-2.452576,,,,,false,false,preserve the rejected committed form; test in-place T-over-M lifetime repair separately before abandoning stacked A/M construction
attempt-00058-unsafe-inplace-t,unsafe_inplace_dependency_invalid,true,1c12e671d82b44035a5760d44d85f622ea130851,,9b05e8e83f197f68b2fe968b460a7f1cddfa44da,runs/kda-cuda-development/diagnostics/attempt-00058-inplace-t-gradient,true,,,,,,,false,false,add a pre-write block barrier in a separate child before any timing or sanitizer claim
attempt-00059-synchronized-inplace-t,bitwise_exact_synchronized_inplace_t_rejected,true,f269c84d97c578080a0d68a36d31f83dab56e00a,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00059-inplace-t-sync-level1,true,do_not_advance,-1.204446,,,,,false,false,retain attempt 53; abandon stacked A/M plus in-place T because required synchronization erases the gain
attempt-00060-fused-scan-state-update,bitwise_exact_state_update_fusion_rejected,true,ad5d1087cbeaf9a18e83f1ac078de05e2e7173fc,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00060-state-update-level1,true,do_not_advance,0.039902,,,,,false,false,retain attempt 53; separate output and state update remains preferable and a new whole-forward axis is required
attempt-00061-configured-tf32-bmm,bitwise_exact_configured_tf32_rejected,true,6e1a5faae045058029280534ffb1662d660719b5,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00061-tf32-level1,true,do_not_advance,-1.236518,,,,,false,false,"retain attempt 53; configured TF32 was bitwise inert and non-beneficial, so return to structural CUDA ownership work"
attempt-00062-reuse-forward-transforms,bitwise_exact_transform_reuse_rejected,true,b9b35c202d12dcad6ee836a214c840b74791f24b,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00062-reuse-level1,true,do_not_advance,0.039231,,,,,false,false,"retain attempt 53; redundant U/W BMM removal is offset by exact reconstruction and storage traffic, so avoid this reuse form"
attempt-00063-warp-normalization-reduction,tolerance_correct_warp_norm_reduction_rejected,true,c753cba267eaf6b4bc0bc39374428eb24df4a995,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00063-warpnorm-level1,true,do_not_advance,0.432170,,,,,false,false,retain attempt 53; warp reductions improve forward modestly but hurt short backward and do not clear production gate
attempt-00064-wmma-group-boundary-scan,tolerance_correct_wmma_boundary_below_gate,true,0fc6bf77c57ce59d9eb995c8bc4ebcc2fee6d4df,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00064-wmma-boundary-level1,true,do_not_advance,2.704624,,,,,false,false,retain attempt 53; use this near-threshold backward evidence with attempt 56 to test one unified forward/backward WMMA scan strategy
attempt-00065-unified-wmma-scan,accepted_development_baseline,true,dbfe809a822084c849b344a6d479c90f48e1474d,,0d168b5621c43218667754f55167601cc6a3f9d0,runs/kda-cuda-development/attempt-00065-unified-wmma-level1,true,advance,6.234877,,,2.719855,,false,false,use attempt 65 as the development baseline; profile identifies the persistent forward WMMA scan as the largest named owned kernel
attempt-00066-precompute-wmma-decay-operands,bitwise_exact_decay_precompute_rejected,true,b420cb1291e7010b6079d80453d1e4e747f2cd31,,dbfe809a822084c849b344a6d479c90f48e1474d,runs/kda-cuda-development/attempt-00066-precompute-decay-level1,true,do_not_advance,-0.213731,,,,,false,false,retain attempt 65; separate whole-history decay precompute adds traffic and does not reduce production latency
attempt-00067-pair-pack-256,bitwise_exact_pair_pack_level2_flat,true,edcf90c12c8f4ea19e08f85009e51ae7a3c65add,,dbfe809a822084c849b344a6d479c90f48e1474d,runs/kda-cuda-development/attempt-00067-pair-pack-level1,true,advance,4.607162,,,0.343077,,false,false,retain attempt 65; the stronger pack microbenchmark did not produce a defensible matched trainer gain
attempt-00068-eight-warp-forward,accepted_development_baseline,true,705c60744015ae054cf116f64e8bd7a1c4fd844b,,dbfe809a822084c849b344a6d479c90f48e1474d,runs/kda-cuda-development/attempt-00068-eight-warp-level1,true,advance,3.697390,,,1.448560,,false,false,use attempt 68 as the development baseline; profile now points to backward pair pack/accumulate and the remaining forward scan
attempt-00069-persistent-group-recompute,tolerance_correct_group_recompute_short_guard,true,ff37d9ea6d9b9cfd26c23a62b76e76686b5fbf19,,705c60744015ae054cf116f64e8bd7a1c4fd844b,runs/kda-cuda-development/attempt-00069-group-recompute-level1,true,do_not_advance,5.886406,,,,,false,false,retain attempt 68; preserve the strong production strategy and refine it without overriding the frozen short-path guard
attempt-00070-eight-warp-group-recompute,accepted_development_baseline,true,c6532b46e4ad2f4ad81072dc0016e94eeb4f7f84,,705c60744015ae054cf116f64e8bd7a1c4fd844b,runs/kda-cuda-development/attempt-00070-eight-warp-group-level1,true,advance,7.297423,,,3.694005,,false,false,"use attempt 70 as the development baseline; profile points to the forward WMMA scan, persistent backward group scan, pair transforms, and remaining generic FP32 BMM groups"
attempt-00071-sixteen-warp-group-state,invalid_compile_shared_memory,true,4cd6f3aad2f72e4df25309c871cefc110fdc77cd,,c6532b46e4ad2f4ad81072dc0016e94eeb4f7f84,runs/kda-cuda-development/diagnostics/attempt-00071-sixteen-warp-group-check-invalid,true,,,,,,,false,false,retain attempt 70; do not enlarge per-warp staging beyond the static shared-memory limit
attempt-00072-value-tile16-group-state,accepted_development_baseline,true,66e432607ed619ccbac36900e1d5c648e213beb2,,c6532b46e4ad2f4ad81072dc0016e94eeb4f7f84,runs/kda-cuda-development/attempt-00072-value-tile16-level1,true,advance,4.087803,,,1.302401,,false,false,"use attempt 72 as the development baseline; profile points to forward WMMA, pair transforms/pack, and remaining generic FP32 BMM groups"
attempt-00073-forward-value-tile16,bitwise_exact_forward_tile16_rejected,true,1d2c66a7339c3855d795f2673839cb9ce45628be,,66e432607ed619ccbac36900e1d5c648e213beb2,runs/kda-cuda-development/attempt-00073-forward-tile16-level1,true,do_not_advance,-5.420944,,,,,false,false,retain attempt 72; doubled forward CTA count improves forward-only slightly but regresses production forward+backward beyond the guard
attempt-00074-pair-factor-cache,bitwise_exact_factor_cache_rejected,true,3b6ca582a008f9255393d2279a8e3ad1c74441a3,,66e432607ed619ccbac36900e1d5c648e213beb2,runs/kda-cuda-development/attempt-00074-pair-factor-level1,true,do_not_advance,-1.147204,,,,,false,false,retain attempt 72; caching factors in dead group buffers adds more traffic than the removed exponentials save
attempt-00075-compact-pre-m,bitwise_exact_compact_pre_m_rejected,true,2ca3135a0ea096a5a6beb8fcd44847082ea0bf11,,66e432607ed619ccbac36900e1d5c648e213beb2,runs/kda-cuda-development/attempt-00075-compact-pre-m-level1,true,do_not_advance,0.812802,,,,,false,false,retain attempt 72; eliminating the pair pre-M BMM with compact exact history is correct and memory-safe but does not clear the frozen 3% speed gate
attempt-00076-fused-group-inputs,bitwise_exact_fused_group_rejected,true,622cbc812e9fb7f8338c9a0007c2dc62c24e9f58,,66e432607ed619ccbac36900e1d5c648e213beb2,runs/kda-cuda-development/attempt-00076-fused-group-level1,true,do_not_advance,-1.540979,,,,,false,false,retain attempt 72; doubling the FP32 BMM batch and fusing group packing costs more than the removed launches save
attempt-00077-reverse-transfer-fusion,accepted_development_baseline,true,8cfff8e89f994c038d01566f2ae9b0c1626d959e,,66e432607ed619ccbac36900e1d5c648e213beb2,runs/kda-cuda-development/attempt-00077-reverse-transfer-level2,true,advance,4.769596,,,1.149386,,false,false,"use attempt 77 as the development baseline; profile points to forward WMMA, pair pack/accumulate, group-boundary WMMA, and remaining generic FP32 BMMs"
attempt-00078-fused-reverse-arithmetic,bitwise_exact_reverse_arithmetic_subthreshold,true,1d255e75088c3bbc435949dc3df8a1c4f9fdaf2f,,8cfff8e89f994c038d01566f2ae9b0c1626d959e,runs/kda-cuda-development/attempt-00078-reverse-arithmetic-level1,true,do_not_advance,1.519465,,,,,false,false,retain attempt 77; fusing reverse add/sub arithmetic is correct and beneficial but does not clear the frozen 3% Level-1 gate
attempt-00079-warp-pair-master,bitwise_exact_warp_pair_master_rejected,true,2ea89549dc01eb725fe6d9f24245ed376d04e1ca,,8cfff8e89f994c038d01566f2ae9b0c1626d959e,runs/kda-cuda-development/attempt-00079-warp-pair-master-level1,true,do_not_advance,-7.065876,,,,,false,false,retain attempt 77; 64-thread pair barriers outweigh reduced forward master-tile loads
attempt-00080-boundary-decay-share,bitwise_exact_boundary_decay_rejected,true,1efc9391316e236796a59f62e8a47da2adfa4048,,8cfff8e89f994c038d01566f2ae9b0c1626d959e,runs/kda-cuda-development/attempt-00080-boundary-decay-level1,true,do_not_advance,-2.903896,,,,,false,false,retain attempt 77; shared decay adds a CTA barrier and did not improve the measured backward path
attempt-00081-group16,tolerance_correct_group16_rejected,true,bec34bb6364f3f330dd9879b7c5582c9dde5d175,,8cfff8e89f994c038d01566f2ae9b0c1626d959e,runs/kda-cuda-development/attempt-00081-group16-level1,true,do_not_advance,-9.386304,,,,,false,false,retain attempt 77; doubled group scratch breaches memory and slows the backward path despite fewer group dispatches
